,org_string,supplier_given_id,addr_care_of,addr_pobox,addr_line1,addr_line2,addr_line3,addr_post_town,addr_county,addr_country,addr_postcode,supplier_given_category,supplier_legal_form,country_code,close_date,open_date,accounts_ref_day,accounts_ref_month,accounts_next_due_date,accounts_last_made_up_date,accounts_category,returns_next_due_date,returns_last_made_up_date,uri,notes,website,telephone,twitter_account,facebook_account,youtube_account,feed_url,last_checked,created_at,updated_at,email,unspsc_classification,data_source,input_line_num,care_quality_comm_provider_id,edubase_establishment_num,supplier_acronym,supplier_code,supplier_tax_id,duns_number,entity_id,other_comphse_num,supplier_id,rid,group_string,org_type,company_or_not,obtained_id,id_mismatch
15,AVC CATERING LIMITED,7399426,,,9 MOORHALL ROAD,HAREFIELD,,UXBRIDGE,MIDDLESEX,UNITED KINGDOM,UB9 6PE,Private Limited Company,Active,GB,,2010-10-07,31.0,10.0,2014-07-31,2012-10-31,TOTAL EXEMPTION SMALL,2013-11-04,2012-10-07,http://business.data.gov.uk/id/company/07399426,,,,,,,,,2013-09-05,,,,/home/ianmakgill/kettle/SpendNetwork/raw data/master data/Unprocessed/BasicCompanyData-2013-08-01-part1_4.csv~,287692,,,,,,,,,07399426_com,3614544.0,,Private Limited Company,Company,10447193,True
